gamma,C,epsilon,rmse
36.102188800042,286.6231413851763,0.3674805310014745,8.0284870225
32.519499268180226,926.3692011273704,0.37560220983410764,8.02863536194
6.806580207816068,293.1160175147186,0.204547938809456,8.02636049107
24.946259535497727,168.07869744197635,0.16407608224401005,8.02606689498
64.89851981944119,402.01056584600286,0.24665559899334794,8.02676122834
70.0060145830496,807.1769010924914,0.41966934103630826,8.02948153549
42.56970115132719,357.92148456189705,0.16774461389665285,8.02609095613
72.16569185284031,187.1347038568023,0.2729049706789606,8.02706557295
66.77587227135942,606.2071212716478,0.3881764012153379,8.02887284667
43.11649014225618,568.7905014947426,0.16012221141063923,8.0260422563
56.236394518865595,453.6608102176633,0.15170000636791323,8.0259940125
39.56426460584078,784.5708713800731,0.12060797351224065,8.02585372058
80.33683028728946,965.9150855993018,0.17548333073036015,8.02614512938
95.56099529721567,974.3870337817987,0.2521396747421745,8.02682201032
13.51208444931927,699.6167754978798,0.17376228798122373,8.02613261942
86.04392458846398,770.6391774807562,0.2187174558042858,8.02648253359
27.253162451949876,111.75593707244442,0.492100754236381,8.0312050928
41.61538571175332,18.92888143045399,0.3900988476945152,8.03314041508
97.10428512227354,180.0565302561844,0.11113317074120022,8.02582334799
86.07280667333019,756.1731910072806,0.13306428979130516,8.02590224904
53.17047870253319,19.313159545992846,0.10652847290575768,8.03066823324
18.76239914109629,866.8116814186288,0.10384005106653539,8.0257945637
99.809458224167,531.7224391018553,0.10205054741662863,8.02578825323
17.33519347425462,883.3821249011417,0.32806132740897254,8.02782759766
0.9183857603298549,636.8878186494467,0.4981040697590984,7.9486134176
7.561147768382149,640.6300515117417,0.4849142223309634,8.03101706611
59.655148225371796,516.8445490125462,0.4296244228819136,8.02968782881
0.35928635222966165,669.9567433148113,0.3294013556033193,6.37684103347
0.8848478867236588,662.7090134659696,0.33134279250787635,7.92592784395
1.9517487388209318,695.8548981598423,0.3228289324141589,8.02731934024
31.03448863878147,454.46925914595477,0.33023176959334527,8.02786123629
9.585345854309752,692.1655476280587,0.2946811582450841,8.02734514542
22.3488368123023,295.7059299317996,0.35643996687274593,8.0282933151
3.1555310919387054,847.3306320595809,0.4447806353436733,8.03002731587
34.296651566292496,921.3922161107373,0.35725617667913656,8.02830636655
12.786828442661218,452.8029024266258,0.29861687348552807,8.02739880333
48.39221868043238,370.47819065194307,0.21906129676303374,8.02648558248
0.3257366130248158,581.3462347004411,0.45631544575812877,6.17247318429
26.97078695570587,574.8211248504408,0.46144218254319336,8.03043953481
18.629443689184935,235.61416286923827,0.4091765493079743,8.02927202373
5.35294440577298,741.6867898675149,0.4667541749521905,8.03056456232
12.921110732362752,329.1259800000218,0.28011990158000005,8.02715598013
46.11447579573929,823.4427004630643,0.40492226244035834,8.02919078816
37.25930420044024,585.1910755456906,0.37649130329703817,8.02865236264
60.83706026543594,393.21107331371985,0.2516315030720143,8.02681605865
22.526071249987815,448.8291125531114,0.19082107560839598,8.02625751711
29.74634721595599,498.58006209971074,0.43570382647142974,8.02981934535
71.15589147394026,101.47039436462433,0.23526224216312622,8.02664207604
7.181795862507287,917.1626924720431,0.3482433018369726,8.02815350157
12.352622373970021,731.9186428272999,0.26581633405611654,8.02698056151
22.3189685119236,793.3460657221711,0.47498592063640727,8.03076348326
76.32063706288588,620.644080461205,0.45428415819130197,8.030260385
37.25209384215547,234.4768034028878,0.38685513119216747,8.02884670341
52.61589495592633,555.0434182600445,0.30788752035430567,8.02752759887
90.25748331508137,426.4470404353931,0.418834702116564,8.02946482197
66.9640493504695,667.0495636432498,0.39796046317468076,8.0290551229
17.444395277011633,479.3509783673033,0.37473501055593145,8.02861944173
44.40541267321205,326.0746159968465,0.14692867535129264,8.0259681098
9.559784372842167,545.0193008760377,0.34471777146301097,8.02809477734
0.42998161742281504,591.2724261771207,0.23610989698700385,6.79372692244
15.749249972617045,995.5672189262002,0.1898764531411927,8.02625053651
28.173303254419054,731.3053675423064,0.3109290284954422,8.02757253128
32.17382569162495,951.8757396894518,0.27740828692462105,8.02712267804
23.92068941626203,831.9018748299218,0.48912339919641,8.03112818697
59.56676222618522,774.04415316868,0.42932520200716706,8.0296818821
4.282115227227031,502.86861409897256,0.2408024273750769,8.02669888121
1.4455114013362338,602.8832891350787,0.21464598559629272,8.02145758135
0.13889942761322516,668.8283060512553,0.19038246085479132,4.91266717632
10.480549885309001,670.4008203946269,0.19371375724963852,8.02627768476
6.365080758013302,714.1367690739012,0.2664859293167598,8.02698871066
4.0328407154611305,867.6297058451518,0.15816554353915627,8.0260304084
15.143017825714919,626.310697308544,0.12595698405266414,8.02587340349
0.13082598511108956,647.1267217301508,0.2920594871445874,4.86014414691
19.67132978409477,538.4654558042023,0.14366804008511935,8.02595192446
9.879788399117873,408.63531097840524,0.20072274346650004,8.02632890245
39.967938782795834,806.632751983505,0.2874341643152836,8.02724991808
20.66466797435226,652.0028229632229,0.17443102297330096,8.02613716745
27.148746992913058,704.2573710210697,0.22035911048602222,8.02649761894
34.26960600640405,768.7449545747854,0.3176091269447856,8.02766878894
14.75062987403148,357.16579522459676,0.18163137208613983,8.02619237604
7.840200915481367,478.71477951347134,0.26263127543178666,8.0269414664
79.5804706624377,561.9191476420174,0.25668859264208693,8.02687241883
25.252197632438723,754.1804368108482,0.11217381076301627,8.02582620052
0.13033218284890116,892.4894511909313,0.342106571214787,4.85884656932
2.839394662419754,931.667261382388,0.29054532621620904,8.02728144548
11.09511017933811,999.1646729771967,0.3432925628303774,8.02807121529
48.626182557769646,910.0786986795474,0.3541907569000958,8.02825310085
8.21686005043796,882.2383165992187,0.3663330867231662,8.02846590146
5.183312182153784,836.2788319736604,0.33583342760327217,8.02794882007
30.046185406955544,949.3788379289074,0.30390044140114264,8.02747159634
55.67619914398006,899.5704843412926,0.16427504676775406,8.02606806402
94.94058823654771,807.996202428293,0.2250641111866763,8.02654129377
16.274738925954242,860.5462705672271,0.20586858221406348,8.02637095147
0.15276997704455553,983.9835691922926,0.28447883638218274,5.0138751024
12.929597433834513,683.2925442257164,0.3180382324589992,8.02767630604
73.34558444112697,620.163213242135,0.13785317634159422,8.02592326833
18.05486857740318,519.308675321829,0.36603290386641985,8.02845990634
21.46933408639908,131.92997254899728,0.2302337834169352,8.02659216388
24.272161579190314,725.3316122367221,0.3905593836678867,8.02891740627
35.544551394866346,643.0118653594132,0.29840302777675276,8.02739560591
86.77302746520247,751.5466737445246,0.4111402331031916,8.02931094479
61.878973017809386,262.4723794197662,0.24978759989946114,8.02679510598
41.79349654738933,790.8576475904349,0.24258049715081742,8.02671733599
3.2292492047706713,482.8881797555935,0.33910140139258343,8.02800100484
38.84721575386645,41.00578697502533,0.2081428609671559,8.02639033033
5.894440993050274,428.19146110219947,0.3745494126932037,8.02861543947
67.77270123876401,609.3657709604075,0.2727026311839874,8.02706326508
52.51991920377011,952.4136993761895,0.32545050863427855,8.02778739131
45.94231969581862,812.1778790402554,0.1831045657295916,8.02620397088
11.489678779568557,678.358345859578,0.15353991390469793,8.0260039066
7.939037676912372,850.7631409230719,0.379941025925933,8.02871588837
28.814817336223676,893.8522107028414,0.35874353916537366,8.0283316978
14.653121043078746,712.3152772555499,0.12557360846915194,8.02587210023
32.20648136909831,522.539864041303,0.4422698349580215,8.02996932487
26.219156843208474,773.3507439952368,0.3983275546443143,8.02906272851
1.6506115822000147,590.5233027759252,0.3124713261930999,8.02580752491
9.71593873274259,573.3879094044023,0.42231167509739004,8.02953545273
20.488152031411317,331.74308142227824,0.27559381000503996,8.02709931946
4.686013890215297,378.72351652663195,0.4725650665648139,8.03070596155
64.11461044398052,934.4339628820267,0.2606026462152287,8.02691759166
23.42914379659642,651.231079271765,0.17082651565996443,8.026111741
17.435591325904692,876.8338522603362,0.49965715191232996,8.03140992614
13.323994019112975,978.261665592789,0.3505071562475434,8.02819139613
0.2551125131122294,694.7319294445973,0.2905542442314336,5.69217898737
83.44160610503602,549.7792962030845,0.3024127601017045,8.02745140043
1.9978635757547567,828.141590266401,0.11547938274167671,8.02548659011
34.50891239225842,457.86724692623375,0.19705799895895157,8.02630158061
6.718981641670008,204.23305594001005,0.10170592243682937,8.02578681913
