n_estimators,max_depth,learning_rate,rmse
140,3,0.06320396221951975,8.44282675969
140,2,0.055523327749121,9.07002893072
140,3,0.06100455274109859,8.68833760955
140,3,0.052994559461070824,8.83420016722
140,3,0.06410279830615068,8.49625719532
140,3,0.0580553468319604,8.76049256718
140,4,0.08426942658845234,8.94977254639
140,3,0.07480551339542152,8.69538234883
140,2,0.0711310881210662,9.0541049167
160,3,0.07922022577995111,8.88393996168
140,3,0.06995213705821246,8.85669617106
80,3,0.09175325653568904,8.96918828627
220,3,0.06729998482359387,8.81672160837
140,4,0.05929228694092427,8.75998925554
60,3,0.06257816967489971,8.77386897006
140,2,0.08683289622006736,8.91194808966
280,3,0.05058478313377883,8.81576250781
120,3,0.07327802148507276,8.48903787337
140,3,0.08105336996126399,8.83519976915
260,3,0.0951624639778676,8.76361596403
180,4,0.0539223889441823,8.96059809991
140,3,0.07693806298966534,8.76860768386
240,3,0.1286335816339751,8.69402898446
240,3,0.11911748614609494,8.93451270421
240,3,0.10164298835681743,8.71745782995
80,3,0.11291319554511027,8.94902912457
140,3,0.09009809992025791,8.65192318195
160,3,0.14021711327750008,8.98753690162
220,3,0.11669879405993995,8.91214563514
140,3,0.06685650757565377,8.75195263123
60,3,0.15187568319457195,9.29471768286
240,3,0.13352159602246888,8.82849696787
140,3,0.1305463085614635,8.82314667292
280,3,0.12168464999140949,9.23744888433
120,3,0.05833701691207964,8.96069241233
140,3,0.14525221103806774,8.53471099675
180,3,0.050581796673654006,8.77724351769
140,3,0.10597720491938128,8.75584547112
260,3,0.0633782495601446,8.6084741227
160,3,0.16033756019333614,8.87633245553
240,3,0.0839519715717595,9.03440025983
80,3,0.1246495699323959,8.90499067758
140,2,0.14750020382131512,8.71367595933
220,3,0.13904152703451797,8.62510846909
140,3,0.17298344052692177,8.58792634283
60,3,0.1890062515412068,8.96593929412
140,3,0.09822874757698856,8.90516287631
240,3,0.07211762218634374,8.68304185482
280,4,0.10948712539032128,9.02359383008
120,2,0.07568303019757366,9.17480170652
140,3,0.12701640794306734,8.63944715425
180,3,0.15428816040446902,8.94213141708
260,3,0.1693203712317914,8.86699414504
140,3,0.13591903139498915,8.75125477296
160,3,0.15778622418736032,9.20440756145
240,4,0.06969070799466098,8.83341086874
80,3,0.05638228980496885,8.84161127073
140,2,0.1131144776331803,9.02417440804
140,3,0.1507011534010143,8.88656552986
220,3,0.08047106159050635,9.1213712759
140,3,0.14280236367847074,8.66479397766
240,3,0.09449158577141316,8.8977248036
60,3,0.11749705406934574,9.09601785868
280,4,0.13158021479626414,8.63002512919
140,3,0.10102312766395774,8.60939557752
120,2,0.061169651624391475,9.18458835659
260,3,0.09132561647726424,8.85935443849
180,3,0.1649869628060076,8.72121954827
140,3,0.1230990166606291,9.19698303037
160,3,0.06564815047518366,8.80680512456
240,3,0.05305796319701404,8.63957878031
200,4,0.1353521917849151,8.96576027967
80,3,0.12010113617079313,9.24203094122
140,2,0.1045187929666452,9.19406212691
220,3,0.08783919701366463,8.77505289911
140,3,0.128430470890457,8.55524413157
60,3,0.14048843276836478,8.85611356252
140,3,0.1491052550061306,8.88034366022
240,3,0.08311576056531875,8.986739025
280,4,0.10790209695696579,8.8381564423
120,3,0.1452544259560186,8.49058460955
140,2,0.09765864316259436,8.9871374553
180,3,0.0677152587816194,8.75063185281
260,3,0.07735015169242629,8.62315256565
140,3,0.16160969908587886,8.78989673918
160,3,0.07394904399698102,8.72412919133
240,3,0.05075332042682179,8.76436995956
200,4,0.11596759856220083,8.74960872939
140,3,0.05574374429243166,8.7515750273
80,2,0.13809286816608554,9.16991737547
220,3,0.125839246153435,8.65386655157
140,3,0.15647875423417967,9.0142652367
60,3,0.1116184230646037,8.97862114029
140,3,0.13142926232994392,9.09976775921
280,3,0.08623117821677562,8.81602401231
240,4,0.18413758383834938,9.12477123907
140,3,0.05871955840762645,8.95308330459
260,2,0.1960707311754219,9.22280893202
180,3,0.15304801312027727,9.0610501469
140,3,0.07925745054712227,8.90674726884
120,3,0.1750854549698552,8.45796744891
100,3,0.1986863699925284,8.81984744465
120,3,0.17808789553025947,8.70097629717
120,3,0.19128131534472348,9.0527478746
120,4,0.18057409885710976,9.41153205034
160,3,0.06375454825022613,8.82342737291
120,2,0.18658560082290468,9.07689527753
120,3,0.19479078177590967,8.39363967702
120,3,0.19452072341559531,8.43923439721
120,3,0.19432607685643882,8.4656599577
120,3,0.18752820793566824,8.75223275952
120,3,0.19008486589348803,9.16475190583
120,4,0.19322120970483775,9.68356459177
120,3,0.19954474614224624,8.70416968048
120,2,0.17989004972749123,9.20484012623
120,3,0.19872653079404218,8.85012143945
120,3,0.183138893755156,8.69669330918
120,3,0.1955615595578702,8.30887188247
120,3,0.18516383245485,9.04765297867
120,3,0.16879516876160794,8.94314193232
120,4,0.17251319546282873,9.26941488087
120,3,0.17604442566618078,8.59451719491
120,2,0.19656994919789644,9.30733661922
80,3,0.19046967683579594,9.1116542304
120,3,0.18191712265596255,8.88177517713
120,3,0.1708460018199173,8.65336549544
120,3,0.19898281750824645,8.83585278059
220,3,0.19213548989458762,8.60471374408
200,3,0.18668719641428763,8.91183078947
120,4,0.1644774708244492,9.17601081698
120,2,0.16780523042214812,9.2493333293
280,3,0.0930302850447012,9.00491042176
60,3,0.17410463304315169,8.66194771032
260,3,0.19790195753661394,8.55042819665
180,3,0.17735898168367237,8.43981935826
100,3,0.18375897460231608,8.8757620521
160,4,0.09562111327702728,8.72380964484
200,3,0.19478433886795976,8.20326583877
200,3,0.18779361874432327,8.97979787932
200,2,0.19535810715309537,9.01324601886
200,3,0.18897022251539244,9.03168525263
200,3,0.1788238419325665,8.6665760982
200,3,0.19948553859521917,8.67562983176
200,3,0.19176019097122882,8.95955133458
200,4,0.1808171844852801,9.1920098697
200,3,0.19986013203740582,8.67469876951
200,3,0.19422328825113186,8.20730424108
200,3,0.19338310618179275,8.49666854643
200,2,0.19553503579771914,8.9878200445
200,3,0.18524333132022455,9.18185165625
200,3,0.1899077718198244,9.23717225129
200,3,0.18367903666945642,8.82644326145
200,3,0.17488414347501594,9.00976892023
200,4,0.1976318040642448,9.44818691085
200,3,0.18875490691777533,8.86583920664
200,3,0.19959679842527459,8.60256562439
200,3,0.17062695649006396,8.69550542884
200,2,0.18197790222875468,8.97333457452
200,3,0.1928814912141242,8.84071118405
200,3,0.1861189615182852,8.96164676139
200,3,0.1778596891922035,8.90762643859
80,4,0.19678284307203042,9.27251761572
220,3,0.1907905074604812,9.02872458498
120,3,0.19541848476606608,8.48679143871
60,2,0.18018283432192736,9.24130384972
200,3,0.1673290486100219,8.80230817298
280,3,0.19983379369255166,8.68574833917
120,3,0.187959788677482,8.92972672928
260,3,0.17373904855280656,8.52163185963
100,3,0.19291406809301145,9.01663422769
180,3,0.18544955872474522,8.9425003546
200,3,0.18272905808350723,8.664094362
120,3,0.1963968076784433,8.38751814001
120,3,0.19504710649817936,8.46896997487
120,3,0.19174144002199683,8.78462157401
120,3,0.19674467071575216,8.79753072131
120,3,0.1777685566320896,8.60822019528
120,3,0.1872471304401497,9.01805875625
120,3,0.19947315234102025,8.55897571103
120,3,0.1896345753015774,8.8856753294
120,3,0.18167047094825284,8.92963760959
120,3,0.19994696171189186,8.55957675339
120,3,0.1759516396865961,8.83227828074
120,3,0.19421665358554208,8.35124675552
120,3,0.19994321329684947,8.65353500217
160,3,0.1836632781748575,8.76877427679
120,3,0.1926124253894661,8.74120938829
80,3,0.18935131265449825,9.11964910574
200,3,0.17898825263538853,8.74217439482
220,3,0.1728952163377345,8.68412799203
60,3,0.16994619216777668,8.60764949168
120,3,0.186077249072518,9.022726731
280,3,0.16580182978717256,8.75893887812
200,3,0.1998255486910301,8.563507913
260,3,0.19693894276318485,8.48899644734
120,3,0.1937433841014393,8.50905702543
180,4,0.18999016209376846,9.2539793005
100,3,0.16255253828923405,8.79835989926
200,2,0.18473453493674646,8.89869272331
160,3,0.19707964736338912,8.70731278047
120,3,0.17667312505687544,8.70542436063
220,3,0.17203693210622764,8.70664534353
80,3,0.19302701781833095,9.13918941301
120,3,0.17996918938621967,8.74261380429
200,3,0.1862199677357569,9.10004366858
60,4,0.19977126278223195,9.34767639919
120,3,0.1822629490900262,8.88275020421
280,2,0.18966762798410755,9.165400689
200,3,0.19605317011669676,8.42746270333
260,3,0.1680910521150087,9.00796906148
180,3,0.1912462567320791,8.94150031649
120,3,0.17550970674044278,8.68430833159
100,3,0.1872476779980521,9.12475777636
160,3,0.15867101449593654,9.08781093152
200,4,0.18022282264849657,9.27432071227
120,3,0.19420534682270396,8.39200052755
80,2,0.18373127162275055,9.45408010714
220,3,0.17135600840715742,8.65834590787
120,3,0.19742960495244605,8.55197831908
200,3,0.18909324935451602,8.99262863293
120,3,0.1999720813792964,8.51100400224
60,3,0.17473224884333427,8.72272054113
200,3,0.1779437854038211,8.53918932269
280,4,0.1929119794260299,9.52449324725
260,3,0.16477953148804017,8.59028429863
120,2,0.18232888713128514,9.43118259726
100,3,0.16107530128223746,8.99292396622
200,3,0.1871382949327034,9.02088116754
120,3,0.19688069240926115,8.66026518467
180,3,0.19947922113134722,8.85664375157
160,3,0.19122473390846095,8.75008380225
220,3,0.18373149834154123,8.81283601643
80,4,0.19466135477604973,9.27146352581
120,3,0.1867881923787457,9.05811783521
200,2,0.17084947167904338,9.02613939766
120,3,0.19963906809011683,8.57393869787
60,3,0.18035530867030236,9.01024718
200,3,0.1767139209297123,8.69867201749
280,3,0.18942755980748002,8.86531246561
260,3,0.19589197852253162,8.68051781608
120,3,0.17264108929529243,8.81740025658
180,4,0.1678756543775462,9.04934181162
100,3,0.1922538319953894,8.69344388477
200,2,0.1634389174941847,9.39931625774
160,3,0.17920240309390964,8.86094891445
120,3,0.18462164537202136,9.06914238545
80,3,0.188312356947395,8.96637882391
120,3,0.1995107840901414,8.50859189123
220,3,0.19991657411571373,8.60667693991
200,3,0.1741991344955751,8.64218217584
60,4,0.19464299884887104,9.43902408498
120,3,0.18103240737174742,8.82014287734
280,2,0.15993498894163366,9.16347465393
200,3,0.19116255602040425,8.78752103406
260,3,0.18401529056087124,8.90174185596
120,3,0.1779724984785569,8.70051732646
100,3,0.1696991457714836,8.75274809462
180,3,0.1661124693125108,8.38374808087
180,3,0.15146503815870546,9.13916197839
180,4,0.16680981304607326,8.96602482549
180,3,0.15368079674049476,8.66082337039
180,2,0.155972061071726,9.29627104965
180,3,0.15732939299512003,9.15655943986
180,3,0.1596791445810733,9.1001559315
180,3,0.16299792947190883,8.94126780629
180,3,0.17358503987522927,9.00280222754
180,3,0.1659095706721117,8.61226556459
180,3,0.1763147683088985,8.82119998703
180,4,0.18629394060501833,8.87818661714
180,3,0.14980785394258783,8.95331659952
180,3,0.18169605801540606,8.95200399406
180,2,0.17181880613584155,8.91034640546
200,3,0.1687316637206838,8.69754925638
160,3,0.19205624417324518,8.72593237295
180,3,0.18814627113628304,8.96244962413
80,3,0.18500867977458463,8.96133636014
200,3,0.19700499329126372,8.61705641977
220,4,0.16180675037995615,8.76121919305
60,3,0.17908714998115097,8.73828969615
200,3,0.16602059342839143,8.68348482226
180,2,0.1949744903000068,9.1519843527
280,3,0.17661466751970478,8.82958290603
260,3,0.18930440538238133,8.87277157789
100,3,0.18370733650927465,8.75289401135
200,3,0.14736937540626446,8.79009048374
160,3,0.1577060981808142,9.08870524266
80,4,0.14319649204092988,8.99127491662
180,3,0.1747355905730895,8.39895382904
220,3,0.17053398726958793,8.59866493138
200,2,0.1938768149900404,8.8795316418
60,3,0.1542606627723738,8.95394664735
240,3,0.19952583620204337,8.65249268439
200,3,0.18116899584316198,8.98771418117
280,3,0.19998180219154885,8.56339650649
260,3,0.19192613380972204,8.68245187175
180,4,0.18599841986839374,8.96025969633
200,3,0.16307376235780902,8.94848100025
100,3,0.18936324264750504,8.86685939132
160,2,0.1975242467540601,8.86872587635
80,3,0.17884653491564373,8.55618978017
200,3,0.1823964267407488,8.58203828461
220,3,0.17358635621958082,8.70482557183
180,3,0.19985442339171877,8.54213639584
240,3,0.16870077079291654,8.806262289
200,4,0.19365654303440646,9.31287525664
60,3,0.18589201457394405,9.01376764706
280,3,0.18960645565454987,8.822698075
100,2,0.1801980334964707,9.13371943218
260,3,0.1660901499366917,8.57209765399
200,3,0.19643311554271,8.63130917851
180,3,0.17674751198341515,8.90199568529
160,3,0.1609048387009303,9.12786925223
200,3,0.1719449048773083,8.80560051279
80,4,0.19106437012877964,9.30114161577
180,3,0.18684810517966433,8.94576527008
220,3,0.19398599220135637,8.44709832114
200,2,0.18351694761246318,9.22957408226
60,3,0.19739300907292084,8.75738849336
240,3,0.17705522126685486,8.59951163632
280,3,0.1522289196807233,9.09808665836
260,3,0.1999062936672543,8.74166412558
180,3,0.1408880153350786,8.84914456001
100,4,0.18815550207630577,9.21557616057
160,3,0.15693097556775082,8.97095776744
200,3,0.1689601913245085,8.66614725359
80,2,0.1746775111171035,8.99726335504
200,3,0.13456397040887252,8.54548926516
220,3,0.19125170248091183,8.83569423478
180,3,0.14577433808817195,8.51089966599
120,3,0.1998298950864679,8.63818005693
60,3,0.1814388449090385,8.77753664835
240,4,0.1947064015947113,9.49824901094
200,3,0.1850558643043082,9.02757894163
280,3,0.16375261112027506,8.71480775992
140,2,0.17855633688149347,9.42855822784
120,3,0.17161301431841752,8.47524390068
180,3,0.18859198266840105,8.83589289216
260,3,0.15928671772950867,9.21751829703
200,3,0.19278595149490435,8.95354096251
160,3,0.14913393494692495,8.8853849388
100,4,0.19619782163750568,9.41144803885
120,3,0.1829078842767675,8.78762791822
120,3,0.19714051645263792,8.53570261645
120,3,0.19637145938588962,8.55561105003
120,3,0.18826681683604643,8.89611370146
120,3,0.191714854562385,8.57313217873
120,3,0.19998993238592325,8.66970455304
120,3,0.19988562658156234,8.53520773589
120,3,0.19449073189041402,8.56661024069
120,3,0.18571994037686892,9.01420881176
120,3,0.19079035405641803,8.9346781465
120,3,0.19997576095259198,8.61300721282
120,3,0.1962438526623866,8.48544555848
120,3,0.18242022148080098,8.94301710762
120,3,0.187079566197911,8.80532253269
120,3,0.19386566925742413,8.63742805675
120,3,0.1997921870519007,8.73015431286
120,3,0.1903950131336604,9.16205208798
120,3,0.18101281644989548,8.87229830537
140,3,0.18520003863268666,9.09304283682
80,3,0.19364417122395863,8.55379158217
200,3,0.1750446965162938,8.4376010213
120,3,0.1902381613522776,9.08566555269
180,3,0.1957133834087129,8.83983021657
220,3,0.19989399359903584,8.47531026932
240,3,0.17733551489439894,8.59062572628
60,3,0.19705733074799026,8.54038790008
120,3,0.1875200920462307,9.03812507602
200,3,0.18397268201371847,9.00121818467
280,3,0.17954085417915175,8.59414001961
140,3,0.19168518796821313,8.59993810005
180,3,0.19312076338842302,8.68275279736
260,3,0.19803320154045662,8.65022786057
100,3,0.18800375798346824,8.93294023213
120,3,0.18236094833193972,8.70086782871
200,3,0.17388424024380306,8.68615520451
160,2,0.17792932329455105,9.35001231099
120,3,0.1999694130079962,8.65671135628
140,3,0.1848236019433326,9.2148596989
200,3,0.19709548328977783,8.60831945924
80,3,0.16806651334704392,9.20200346823
180,3,0.18994436917071453,8.98719647597
120,3,0.1800723687870291,9.10649216717
220,4,0.19340893671645557,9.08507425088
240,3,0.1720407468413325,8.7697901835
200,2,0.1854680543082644,9.37808781029
60,3,0.18908696644255238,8.97609088577
120,3,0.19716656428812057,8.77545200928
140,3,0.1755348553646389,8.54145858391
280,3,0.13773359052623155,8.65348609704
260,3,0.19465722260023574,8.5823018785
180,3,0.16636377745020609,8.56371613479
100,4,0.18097162476621872,9.30414512952
120,3,0.18416894561044775,9.06659635552
200,3,0.19206783847007133,8.76086490986
120,2,0.18782719031761996,9.17770835909
160,3,0.19982114596272338,8.46165973421
140,3,0.11995823171840317,9.06814488422
200,3,0.1710586594059289,8.74644869416
180,3,0.19643471205889665,8.47319146921
80,3,0.1009450339760685,8.74457560842
220,3,0.17915099314862182,8.64193202545
120,4,0.10782549164042778,8.93758855122
240,3,0.1997833912358296,8.54012189183
60,3,0.19163315318334337,8.75398759977
200,2,0.15487472409348396,9.07259192658
120,3,0.163302738376704,8.8862662143
140,3,0.08981538122497668,8.60076590135
280,3,0.1874076112887158,9.13574849596
260,3,0.18279888350339843,8.8472325824
180,3,0.17638146888568643,8.72275911016
120,3,0.19435440838736007,8.47286478695
200,4,0.18979768589248186,9.34564051748
100,3,0.12394741384395788,9.02217734576
160,3,0.17359606761966304,8.76504124462
120,3,0.11140823960982339,8.94348804289
140,2,0.16996598567991353,9.17316617515
200,3,0.1996502967873277,8.62184141863
80,3,0.18643242445146113,9.0845033236
180,3,0.19666641861869058,8.35877093484
180,3,0.18129330557745357,8.90088393648
180,3,0.11404840862841856,9.09542913786
180,3,0.12973679818620354,8.83523238046
180,4,0.19250600926656086,9.37407404904
180,3,0.1043237578805534,8.34641560861
180,3,0.08205624597950639,9.13326290648
220,2,0.07133626013379471,8.87096922028
180,3,0.09775663479280054,9.07091051307
180,3,0.08412087857447974,8.86468146612
180,3,0.07778914295844568,8.92424892402
180,3,0.09584052881477322,8.93062744292
180,3,0.050120862387501505,8.81290734701
180,3,0.10579046123850298,8.71688492767
180,4,0.09188293109372563,9.00510319026
180,3,0.06858134387851914,8.78556752198
180,3,0.053462881729203854,8.83768236478
180,3,0.06250299193712189,8.69043291288
180,2,0.10174748797027833,8.95987532063
180,3,0.08621115916361895,8.84484054389
180,3,0.06581446711770383,8.92851804051
240,3,0.0578087545310007,8.85361791267
60,3,0.07613924097108399,9.05609783661
140,3,0.08940070689994596,8.53265326756
200,4,0.08111374559314388,8.8898325105
280,3,0.09375625376919679,8.89729227911
180,3,0.07093758883439157,8.79996232086
260,2,0.061352276748629586,8.98525144128
100,3,0.11711842039834697,8.88476473004
200,3,0.10388349474136321,8.46291248534
160,3,0.08445642149499807,8.98297164743
140,3,0.09923818473863961,8.72400894364
180,3,0.10983955437632965,8.66115461063
200,3,0.05630005983630848,8.71333820094
80,4,0.07988759839758404,8.87815267593
220,3,0.07552999258904186,8.7428694085
240,3,0.1266109675841802,8.71837810086
180,2,0.1131040012191345,9.02767072747
200,3,0.11926508074096126,9.02618201823
140,3,0.06844872782673452,8.86447302591
